age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
43,white-collar,married,tertiary,no,2886,no,no,cellular,20,second half,230,1,-1,0,no
32,white-collar,single,tertiary,no,1100,yes,yes,cellular,11,second half,67,1,-1,0,no
28,white-collar,single,secondary,no,775,no,no,cellular,29,first half,603,2,-1,0,no
53,blue-collar,single,secondary,no,5715,no,no,cellular,28,first half,287,2,-1,0,no
40,white-collar,married,secondary,no,1532,yes,yes,cellular,18,second half,173,7,-1,0,no
57,other,married,primary,no,75,no,no,cellular,28,second half,118,2,-1,0,no
44,blue-collar,married,primary,no,134,yes,no,cellular,7,first half,378,1,-1,0,no
41,white-collar,single,secondary,no,748,no,no,telephone,21,second half,94,7,130,3,no
47,white-collar,married,secondary,no,1990,yes,yes,cellular,25,second half,108,4,-1,0,no
43,white-collar,married,tertiary,no,192,no,no,cellular,5,second half,203,2,-1,0,no
37,white-collar,single,secondary,no,267,no,no,cellular,13,first half,121,1,-1,0,no
57,white-collar,divorced,secondary,yes,25,yes,no,cellular,11,first half,652,1,370,4,no
26,white-collar,single,secondary,no,96,yes,no,cellular,13,first half,612,2,348,3,no
34,white-collar,married,tertiary,no,1116,yes,no,cellular,25,second half,53,5,-1,0,no
46,white-collar,divorced,secondary,no,-90,no,yes,telephone,17,second half,270,1,-1,0,yes
38,white-collar,married,tertiary,no,170,yes,no,cellular,18,first half,442,1,-1,0,yes
37,white-collar,single,secondary,no,3665,no,no,cellular,12,second half,664,3,-1,0,yes
28,white-collar,single,tertiary,no,2380,no,no,cellular,14,second half,394,2,-1,0,no
39,white-collar,married,tertiary,no,763,yes,no,cellular,11,first half,877,7,300,2,yes
49,white-collar,married,secondary,no,320,no,no,telephone,9,first half,1971,4,-1,0,yes
38,white-collar,married,secondary,no,1960,yes,no,cellular,21,second half,161,2,-1,0,no
30,white-collar,married,secondary,no,2678,yes,no,cellular,18,first half,23,5,-1,0,no
38,white-collar,married,tertiary,no,1980,no,no,cellular,5,second half,176,2,-1,0,no
36,white-collar,married,tertiary,no,1582,no,no,telephone,3,first half,26,2,197,1,no
59,other,married,primary,no,235,no,no,cellular,13,second half,119,2,-1,0,no
37,white-collar,married,tertiary,no,489,yes,no,cellular,7,second half,205,5,-1,0,no
43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,second half,1258,2,122,2,yes
33,white-collar,married,secondary,no,58,yes,no,telephone,29,second half,57,2,-1,0,no
32,white-collar,single,tertiary,no,741,yes,no,cellular,11,second half,238,1,-1,0,no
48,white-collar,married,primary,no,3230,yes,no,telephone,20,second half,207,3,-1,0,no
33,white-collar,single,tertiary,no,1439,yes,no,cellular,3,first half,178,2,-1,0,no
44,white-collar,married,tertiary,no,1058,no,no,cellular,11,first half,188,3,-1,0,yes
47,blue-collar,married,primary,no,881,yes,no,cellular,14,first half,143,1,370,2,no
38,white-collar,married,secondary,no,6728,no,no,cellular,25,second half,232,1,96,4,yes
80,other,married,secondary,no,462,no,no,cellular,7,second half,127,2,-1,0,no
40,white-collar,married,secondary,no,167,yes,yes,cellular,8,first half,380,4,295,1,no
43,white-collar,married,tertiary,no,1574,yes,no,cellular,19,second half,167,3,-1,0,no
32,white-collar,single,tertiary,no,1625,no,no,cellular,22,first half,796,1,109,1,yes
39,white-collar,married,tertiary,no,562,no,no,cellular,13,second half,303,2,-1,0,no
33,white-collar,married,secondary,no,9305,yes,no,cellular,17,first half,407,2,-1,0,no
31,white-collar,single,secondary,no,35,no,yes,cellular,16,second half,229,1,-1,0,no
36,white-collar,single,tertiary,no,0,no,no,cellular,11,second half,108,2,-1,0,no
35,white-collar,single,tertiary,no,2486,yes,no,cellular,25,first half,265,1,-1,0,no
25,white-collar,single,secondary,no,368,no,no,telephone,25,second half,168,1,-1,0,no
33,white-collar,single,secondary,no,1558,yes,no,cellular,17,first half,97,1,-1,0,no
23,blue-collar,single,primary,no,8627,yes,no,cellular,15,first half,169,1,346,1,no
31,white-collar,single,tertiary,no,2590,no,no,cellular,23,second half,103,2,484,2,no
44,white-collar,single,tertiary,no,900,yes,no,cellular,29,first half,322,2,-1,0,no
55,blue-collar,married,primary,no,1649,yes,no,cellular,12,first half,52,3,-1,0,no
51,other,divorced,secondary,no,9228,no,no,cellular,18,second half,655,4,-1,0,yes
36,white-collar,married,secondary,no,0,yes,yes,cellular,9,first half,101,2,-1,0,no
27,other,single,tertiary,no,1,no,no,cellular,3,first half,65,2,-1,0,no
40,white-collar,married,secondary,no,771,yes,no,cellular,15,first half,173,4,-1,0,no
49,white-collar,married,secondary,no,280,yes,no,telephone,14,second half,162,3,-1,0,no
59,other,married,primary,no,46,no,no,cellular,14,second half,78,2,-1,0,no
32,white-collar,married,tertiary,no,2431,yes,no,cellular,14,first half,646,5,-1,0,yes
42,other,single,tertiary,no,308,no,no,cellular,30,first half,114,2,-1,0,no
29,blue-collar,single,secondary,no,555,yes,no,cellular,15,first half,133,4,-1,0,no
37,blue-collar,single,secondary,no,48,no,no,cellular,6,first half,140,2,-1,0,no
49,white-collar,married,primary,no,169,yes,no,cellular,15,first half,82,3,-1,0,no
51,white-collar,divorced,secondary,no,12,yes,no,cellular,17,second half,150,1,-1,0,no
61,other,married,primary,no,848,no,no,cellular,27,first half,605,1,187,1,no
43,white-collar,married,secondary,no,481,yes,no,telephone,18,second half,164,1,110,2,no
42,white-collar,married,tertiary,no,12223,yes,no,cellular,19,second half,36,1,-1,0,no
46,white-collar,married,tertiary,no,1148,no,no,telephone,29,second half,104,2,-1,0,no
26,white-collar,single,secondary,no,50,yes,no,cellular,12,second half,153,1,-1,0,no
35,white-collar,single,tertiary,no,470,yes,no,cellular,25,second half,743,13,-1,0,yes
38,white-collar,married,secondary,no,0,no,no,cellular,28,second half,82,4,-1,0,no
56,other,divorced,primary,no,109,no,no,cellular,15,second half,924,4,-1,0,no
32,white-collar,single,tertiary,no,0,no,no,cellular,5,first half,550,4,-1,0,yes
49,white-collar,married,tertiary,no,7007,no,no,cellular,17,second half,325,2,-1,0,no
80,other,married,primary,no,1548,no,no,cellular,6,second half,331,2,-1,0,no
40,blue-collar,married,secondary,no,326,yes,yes,cellular,7,second half,112,1,-1,0,no
46,blue-collar,married,secondary,no,123,no,no,cellular,20,second half,381,3,-1,0,no
32,white-collar,single,tertiary,no,697,no,no,cellular,7,second half,119,1,99,3,no
32,other,married,secondary,no,1694,yes,no,cellular,28,first half,929,1,-1,0,no
39,white-collar,married,tertiary,no,894,yes,no,cellular,20,first half,491,1,326,1,no
31,white-collar,divorced,secondary,no,202,yes,no,cellular,18,second half,146,1,-1,0,no
34,white-collar,single,tertiary,no,0,no,no,cellular,21,second half,191,2,-1,0,no
44,white-collar,married,tertiary,no,1707,no,no,cellular,8,second half,406,3,-1,0,no
35,white-collar,married,secondary,no,13658,yes,no,telephone,9,second half,220,2,-1,0,no
39,white-collar,married,secondary,no,406,no,no,cellular,30,second half,253,5,-1,0,no
55,white-collar,married,secondary,no,96,no,no,telephone,30,second half,340,2,-1,0,no
39,white-collar,married,tertiary,no,-276,no,yes,cellular,11,second half,121,4,-1,0,no
58,other,married,secondary,no,413,no,no,cellular,27,second half,104,5,-1,0,no
37,blue-collar,married,primary,no,655,yes,no,cellular,5,first half,127,2,258,4,no
56,other,divorced,primary,no,694,no,no,cellular,29,first half,144,1,102,1,yes
32,white-collar,single,secondary,no,10218,yes,no,cellular,19,second half,149,2,-1,0,no
41,white-collar,single,tertiary,no,1646,yes,no,cellular,4,first half,261,1,184,6,yes
29,white-collar,single,tertiary,no,14,no,no,cellular,29,second half,87,1,120,1,no
44,white-collar,married,tertiary,no,7635,no,no,cellular,21,second half,719,5,-1,0,no
26,white-collar,married,tertiary,no,2855,no,no,cellular,30,first half,52,3,-1,0,no
39,white-collar,married,secondary,no,260,yes,no,cellular,17,first half,146,1,281,1,no
49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,first half,451,1,169,2,yes
33,blue-collar,married,tertiary,no,1465,no,no,cellular,19,second half,98,4,-1,0,no
32,white-collar,single,tertiary,no,930,no,no,cellular,27,second half,85,7,-1,0,no
27,white-collar,single,tertiary,no,0,yes,no,cellular,30,first half,323,4,-1,0,no
46,other,married,primary,no,-35,yes,no,cellular,7,first half,304,3,-1,0,no
28,white-collar,single,tertiary,no,1351,no,no,cellular,10,second half,267,1,-1,0,no
50,other,divorced,secondary,no,717,yes,no,cellular,30,first half,113,1,-1,0,no
34,white-collar,married,secondary,no,1553,no,no,cellular,20,second half,200,2,-1,0,no
61,white-collar,married,secondary,no,1191,no,no,cellular,21,first half,214,4,-1,0,yes
36,white-collar,single,secondary,no,47,no,yes,cellular,9,second half,36,6,-1,0,no
34,white-collar,married,tertiary,no,544,yes,yes,cellular,18,second half,58,2,-1,0,no
45,white-collar,married,tertiary,no,242,no,no,cellular,30,first half,587,1,-1,0,yes
27,other,single,tertiary,no,118,no,no,cellular,25,first half,112,1,-1,0,no
45,white-collar,married,secondary,no,-388,yes,no,cellular,14,second half,175,2,-1,0,no
36,white-collar,single,secondary,no,1511,yes,no,cellular,16,second half,270,1,-1,0,yes
46,blue-collar,married,primary,no,147,yes,no,cellular,6,first half,116,2,169,3,no
36,white-collar,married,secondary,no,55,yes,no,cellular,13,first half,38,2,369,4,no
22,other,single,tertiary,no,691,no,no,cellular,19,second half,338,1,-1,0,yes
49,white-collar,married,secondary,no,12531,no,no,cellular,13,second half,77,8,-1,0,no
35,white-collar,married,tertiary,no,552,yes,yes,cellular,19,second half,314,2,124,1,no
47,white-collar,single,secondary,no,33,yes,no,cellular,5,first half,298,1,-1,0,no
59,blue-collar,married,secondary,no,681,yes,no,telephone,14,first half,427,2,-1,0,no
32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,first half,87,4,357,4,no
71,other,married,tertiary,no,14220,yes,no,cellular,9,second half,397,1,-1,0,yes
31,white-collar,single,tertiary,no,12569,no,no,cellular,9,second half,344,1,295,1,yes
41,blue-collar,married,primary,no,4,no,no,cellular,23,second half,74,5,-1,0,no
46,blue-collar,married,secondary,no,4855,yes,no,cellular,10,second half,1529,1,397,1,no
47,white-collar,married,tertiary,no,2408,no,no,cellular,12,second half,236,1,104,1,no
35,white-collar,single,tertiary,no,252,yes,no,cellular,8,second half,89,2,-1,0,no
37,blue-collar,married,secondary,no,346,yes,no,cellular,17,first half,390,1,316,1,no
44,white-collar,divorced,tertiary,no,-710,yes,no,cellular,10,second half,183,1,-1,0,no
48,white-collar,single,tertiary,no,-551,yes,no,cellular,11,first half,168,2,-1,0,no
38,white-collar,married,tertiary,no,1514,no,yes,cellular,21,second half,160,3,120,3,no
34,white-collar,single,tertiary,no,178,yes,no,cellular,15,first half,14,2,-1,0,no
44,blue-collar,divorced,secondary,no,221,no,no,cellular,30,second half,149,13,-1,0,no
53,other,married,secondary,no,1278,yes,no,telephone,15,second half,174,3,-1,0,no
41,white-collar,single,tertiary,no,982,no,no,cellular,23,second half,105,1,-1,0,no
34,white-collar,single,secondary,no,16,no,no,cellular,13,second half,990,1,-1,0,yes
34,white-collar,single,tertiary,no,1,no,no,cellular,19,second half,582,1,-1,0,no
35,white-collar,married,secondary,no,128,yes,no,cellular,12,first half,136,1,-1,0,no
38,white-collar,single,secondary,no,2543,no,no,cellular,10,second half,223,1,414,4,yes
42,white-collar,married,tertiary,no,42045,no,no,cellular,8,second half,205,2,-1,0,no
56,blue-collar,married,primary,no,828,yes,no,cellular,14,first half,214,1,349,1,no
37,white-collar,divorced,tertiary,no,0,yes,no,cellular,11,first half,217,6,-1,0,no
47,other,married,secondary,no,3940,yes,no,cellular,9,second half,171,2,96,5,no
32,white-collar,single,tertiary,no,2343,no,no,cellular,18,second half,226,1,-1,0,no
40,white-collar,married,tertiary,no,294,yes,no,cellular,23,second half,97,5,-1,0,no
45,white-collar,married,secondary,no,644,no,yes,telephone,22,second half,92,1,-1,0,no
27,white-collar,single,secondary,no,3354,yes,no,cellular,14,first half,493,5,-1,0,no
33,white-collar,single,tertiary,no,23,no,no,cellular,20,second half,216,3,-1,0,no
37,white-collar,married,secondary,no,7,yes,no,cellular,27,first half,224,7,105,1,no
60,white-collar,married,secondary,no,3735,no,no,cellular,22,second half,190,1,188,9,yes
44,blue-collar,married,secondary,no,508,yes,no,cellular,20,first half,222,1,154,1,no
57,blue-collar,married,primary,no,93,yes,no,telephone,17,first half,137,1,-1,0,no
50,white-collar,married,secondary,no,26394,no,no,cellular,25,second half,206,4,-1,0,no
36,white-collar,married,secondary,no,-11,yes,no,cellular,30,second half,172,28,-1,0,no
49,white-collar,married,tertiary,no,523,yes,no,cellular,3,first half,152,2,-1,0,yes
49,white-collar,married,secondary,yes,-74,yes,no,cellular,19,second half,114,1,-1,0,no
35,white-collar,married,tertiary,no,0,no,no,cellular,11,second half,89,1,-1,0,no
34,blue-collar,married,primary,no,351,no,yes,cellular,14,second half,326,11,-1,0,no
37,white-collar,divorced,secondary,no,2610,yes,no,cellular,13,first half,53,1,-1,0,no
25,white-collar,single,secondary,no,64,no,no,cellular,21,second half,71,11,-1,0,no
43,blue-collar,married,primary,no,60,no,no,cellular,8,first half,487,2,367,2,no
37,blue-collar,married,secondary,no,342,yes,no,cellular,12,first half,340,2,175,1,no
36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,second half,183,1,91,11,no
49,white-collar,divorced,tertiary,no,1904,no,yes,cellular,17,second half,131,2,-1,0,no
38,white-collar,single,tertiary,no,16957,yes,no,telephone,29,first half,208,1,247,2,no
40,white-collar,married,tertiary,no,0,no,no,cellular,10,second half,147,1,96,8,yes
53,blue-collar,married,secondary,no,65,no,no,cellular,28,second half,25,18,-1,0,no
44,white-collar,married,tertiary,no,332,yes,no,cellular,23,second half,497,5,-1,0,no
50,white-collar,divorced,secondary,no,-54,yes,yes,cellular,13,first half,698,2,292,1,yes
55,other,married,tertiary,no,4809,yes,no,cellular,21,second half,223,2,186,3,no
73,other,married,primary,no,279,no,no,cellular,28,first half,399,3,-1,0,yes
63,other,married,primary,no,8044,no,no,cellular,12,second half,702,1,-1,0,no
34,white-collar,married,secondary,no,2374,yes,no,cellular,9,second half,161,1,209,2,yes
32,white-collar,single,secondary,no,92,yes,no,cellular,18,first half,110,1,315,2,no
49,other,married,tertiary,no,443,no,no,cellular,8,second half,27,6,-1,0,no
40,blue-collar,married,primary,no,1397,yes,no,telephone,12,first half,58,2,334,1,no
53,white-collar,married,tertiary,no,3177,no,no,cellular,8,second half,92,2,-1,0,no
43,blue-collar,married,primary,no,232,no,yes,cellular,15,first half,45,1,-1,0,no
35,white-collar,single,secondary,no,81,yes,no,cellular,29,first half,79,1,-1,0,no
35,white-collar,single,secondary,no,414,yes,no,cellular,20,first half,11,5,319,2,no
25,other,single,tertiary,no,1433,yes,no,cellular,15,first half,520,1,-1,0,no
48,white-collar,married,tertiary,no,0,no,no,cellular,28,second half,16,16,-1,0,no
40,other,married,secondary,no,4610,no,no,cellular,14,second half,154,2,-1,0,no
30,white-collar,single,secondary,no,334,no,no,cellular,29,first half,389,2,-1,0,no
47,white-collar,married,secondary,no,2,no,yes,cellular,21,second half,71,15,-1,0,no
38,white-collar,married,secondary,no,4030,yes,no,cellular,19,second half,75,2,177,5,no
56,other,married,primary,no,306,no,yes,cellular,8,second half,212,1,-1,0,no
52,white-collar,married,secondary,no,0,no,no,cellular,22,first half,91,2,275,1,no
55,other,married,secondary,no,168,no,no,cellular,19,second half,79,2,-1,0,no
43,white-collar,married,tertiary,no,210,no,no,cellular,29,second half,646,2,-1,0,no
34,blue-collar,married,secondary,no,518,yes,no,cellular,11,first half,206,1,-1,0,no
43,white-collar,single,tertiary,no,1696,yes,no,cellular,26,second half,257,1,474,3,yes
55,white-collar,married,secondary,no,-31,no,yes,cellular,13,second half,81,2,-1,0,no
34,blue-collar,married,secondary,no,856,yes,no,cellular,20,first half,470,1,150,5,no
39,blue-collar,married,primary,no,800,yes,no,cellular,19,second half,76,6,-1,0,no
34,white-collar,single,secondary,no,347,yes,no,cellular,6,first half,154,2,197,6,no
55,white-collar,married,tertiary,no,2366,yes,yes,cellular,30,second half,94,4,-1,0,no
67,other,married,tertiary,no,701,no,no,cellular,6,second half,254,2,-1,0,yes
34,white-collar,married,tertiary,no,475,yes,yes,cellular,9,second half,1156,1,-1,0,no
47,blue-collar,married,secondary,no,3285,no,no,cellular,31,second half,248,5,-1,0,no
33,blue-collar,married,primary,no,925,no,no,cellular,20,second half,884,3,-1,0,no
45,white-collar,married,secondary,no,128,no,yes,cellular,18,second half,275,2,-1,0,no
36,blue-collar,married,secondary,no,1587,yes,no,cellular,28,second half,200,2,-1,0,no
33,white-collar,married,secondary,no,478,no,no,cellular,30,first half,475,2,-1,0,yes
52,white-collar,divorced,secondary,no,280,no,no,cellular,14,second half,393,5,-1,0,no
53,blue-collar,married,primary,no,1868,no,no,cellular,8,second half,156,4,-1,0,no
41,other,married,primary,no,819,no,no,cellular,9,first half,244,3,-1,0,no
60,white-collar,single,secondary,no,27,no,no,cellular,22,second half,40,2,-1,0,no
28,white-collar,single,tertiary,no,224,yes,no,cellular,2,first half,97,3,-1,0,no
